Step	DeathCause	Age	Speed	Sight	ReproductiveUrge	LifeSpan	Charm	PregnancyDuration	Status	Starving	Drying
188	HUNGER	2,004999	8,030353	61	36	4,226255	62	40	SEARCHINGFOOD	13	33
188	HUNGER	2,004999	9,151248	53	32	5,055318	54	41	SEARCHINGFOOD	13	30
188	DROWN	2,004999	7,961335	58	32	4,469898	71	42	SEARCHINGMATE	15	32
188	AGE	4,004999	8,033709	52	32	3,989679	60	43	SEARCHINGDRINK	13	26
188	HUNGER	5,004999	9,49282	56	33	5,050277	61	42	SEARCHINGFOOD	14	29
188	AGE	5,504999	9,757256	54	33	5,37655	57	49	SEARCHINGFOOD	14	31
188	AGE	5,504999	8,951842	61	33	5,201841	58	49	MOVING	14	30
189	HUNGER	2,004999	7,847583	48	33	4,448274	64	46	WAITING	14	26
189	HUNGER	2,004999	9,525524	56	31	5,325514	59	46	SEARCHINGFOOD	14	29
189	HUNGER	2,004999	9,546652	56	37	4,644157	62	43	MOVING	13	33
189	HUNGER	2,004999	8,873725	54	33	4,402869	60	42	SEARCHINGFOOD	13	29
189	DROWN	0,4549997	9,714693	58	36	5,113492	59	51	SEARCHINGFOOD	13	30
189	DROWN	0,3499998	9,524832	59	31	5,635406	62	43	SEARCHINGFOOD	14	30
189	AGE	4,504999	8,940944	60	38	4,305116	54	34	SEARCHINGDRINK	15	28
189	HUNGER	2,004999	8,547332	55	36	4,668018	67	42	SEARCHINGFOOD	15	29
189	HUNGER	3,504999	9,210259	54	32	4,729288	52	48	WAITING	16	30
189	DROWN	1,504999	8,761079	53	35	4,790438	51	43	SEARCHINGFOOD	16	27
189	AGE	5,004999	10,04805	62	30	4,697586	52	42	EATING	15	31
189	HUNGER	2,504999	9,404449	57	35	5,184632	48	38	MOVING	17	27
189	HUNGER	3,004999	9,077765	54	32	4,124984	59	44	SEARCHINGFOOD	12	28
189	HUNGER	3,504999	9,020544	54	33	5,408298	52	42	SEARCHINGFOOD	13	31
189	HUNGER	3,504999	8,137866	59	35	4,278247	59	40	MOVING	13	26
189	HUNGER	3,004999	7,2515	51	33	4,987741	54	44	SEARCHINGFOOD	14	29
189	DROWN	0,4399997	9,879622	54	35	4,650014	56	37	SEARCHINGFOOD	13	27
189	HUNGER	3,004999	9,825011	58	33	5,544677	57	43	WAITING	13	29
189	HUNGER	4,004999	9,254824	58	41	4,701729	65	47	MOVING	14	31
189	HUNGER	3,504999	7,968789	64	35	3,834882	60	38	MOVING	13	26
189	AGE	5,504999	9,171409	57	32	5,113616	63	42	SEARCHINGFOOD	15	26
189	HUNGER	4,504999	8,850253	56	35	4,880708	70	44	WAITING	16	30
189	DROWN	2,504999	8,959603	52	41	4,212678	56	45	SEARCHINGMATE	14	28
189	HUNGER	3,004999	9,384314	64	35	4,501539	71	43	MOVING	12	26
189	HUNGER	4,004999	9,98365	58	37	4,280661	65	45	SEARCHINGFOOD	13	31
189	HUNGER	3,004999	8,889325	58	39	4,943776	68	49	MOVING	12	27
189	THIRST	4,504999	7,9405	51	34	4,531317	63	41	SEARCHINGDRINK	14	32
189	DROWN	2,004999	8,504387	56	32	4,129999	49	38	SEARCHINGFOOD	13	25
189	DROWN	0,2299999	9,400293	62	37	4,923134	63	35	SEARCHINGFOOD	15	27
189	DROWN	0,2299999	9,210243	52	35	4,84944	58	40	SEARCHINGFOOD	15	29
189	AGE	4,504999	10,23684	54	33	4,457552	48	38	SEARCHINGFOOD	13	31
189	AGE	4,504999	10,1627	61	33	4,495407	52	41	SEARCHINGDRINK	13	29
189	DROWN	0,3449998	8,05512	64	35	4,123125	54	46	SEARCHINGFOOD	13	30
189	DROWN	0,3449998	7,507388	63	36	4,03671	49	45	SEARCHINGFOOD	14	28
189	DROWN	0,2399999	9,066298	57	33	5,323568	64	34	SEARCHINGFOOD	16	31
189	HUNGER	2,504999	8,138662	58	34	4,450016	55	44	SEARCHINGFOOD	14	31
189	AGE	4,504999	7,276573	56	38	4,42058	64	43	SEARCHINGFOOD	14	26
190	HUNGER	4,004999	9,373834	57	33	5,037884	60	44	MOVING	14	34
190	HUNGER	2,504999	8,703967	52	32	3,984144	57	43	MOVING	14	26
190	HUNGER	2,004999	8,962696	53	37	4,548265	66	41	WAITING	14	29
190	HUNGER	2,004999	8,744755	57	31	4,790903	63	46	MOVING	14	31
190	HUNGER	2,004999	7,698708	51	32	4,371097	54	41	SEARCHINGFOOD	14	25
190	HUNGER	2,004999	7,325304	50	38	5,059381	67	40	SEARCHINGFOOD	14	31
190	AGE	5,004999	7,614694	56	41	4,798468	59	42	EATING	13	27
190	AGE	5,004999	9,315351	60	35	5,002338	57	43	SEARCHINGFOOD	15	30
190	HUNGER	4,504999	9,838839	55	37	5,156912	62	47	SEARCHINGFOOD	16	34
190	HUNGER	2,504999	7,944845	51	37	4,394017	56	46	SEARCHINGFOOD	15	27
190	HUNGER	2,004999	8,110248	61	32	4,457798	63	45	WAITING	14	25
190	HUNGER	2,004999	7,92859	58	35	4,743532	60	43	SEARCHINGFOOD	13	24
190	HUNGER	3,004999	8,858132	56	36	5,30764	65	42	SEARCHINGFOOD	12	33
190	DROWN	2,004999	8,459412	54	35	4,443236	69	39	SEARCHINGMATE	14	28
190	DROWN	1,504999	9,320748	61	33	4,91326	66	47	SEARCHINGFOOD	15	33
190	DROWN	0,2899999	8,791693	56	37	4,629035	62	41	SEARCHINGFOOD	14	29
190	AGE	5,504999	10,25849	60	34	5,212914	53	44	SEARCHINGFOOD	16	33
190	HUNGER	4,004999	9,737975	55	29	4,661949	63	42	WAITING	15	25
190	HUNGER	3,004999	9,734344	64	34	4,92041	61	42	MOVING	15	32
190	HUNGER	4,004999	8,433656	52	35	4,999	66	38	SEARCHINGFOOD	14	28
190	HUNGER	3,504999	7,49787	54	33	4,683979	57	44	SEARCHINGFOOD	14	26
190	HUNGER	3,504999	8,402168	49	34	4,54116	75	41	WAITING	13	31
190	HUNGER	3,004999	8,801553	62	42	5,037669	68	45	WAITING	13	29
190	HUNGER	2,004999	8,312034	55	35	5,626235	50	43	SEARCHINGFOOD	13	27
190	DROWN	2,004999	10,20505	64	33	4,800091	57	46	SEARCHINGMATE	15	29
190	DROWN	0,2999999	9,274386	60	34	4,990484	59	34	SEARCHINGFOOD	15	27
190	HUNGER	4,504999	9,691279	58	40	4,954765	67	44	WAITING	14	33
190	HUNGER	2,004999	8,374324	59	38	5,044295	58	41	SEARCHINGFOOD	15	26
190	HUNGER	2,004999	7,579981	51	33	5,757555	52	47	SEARCHINGFOOD	12	27
190	HUNGER	2,004999	7,740732	58	35	4,79861	54	46	SEARCHINGFOOD	14	28
190	HUNGER	2,004999	6,86455	65	36	4,541678	54	38	SEARCHINGFOOD	13	29
190	HUNGER	2,004999	7,323244	59	40	4,447826	58	45	SEARCHINGFOOD	14	29
190	HUNGER	4,004999	8,140264	52	36	5,053035	64	42	MOVING	13	28
190	HUNGER	3,004999	8,652258	50	36	4,766196	61	40	SEARCHINGFOOD	13	27
190	DROWN	0,4249997	9,658573	61	34	4,739635	62	43	SEARCHINGFOOD	15	29
190	AGE	5,504999	10,14631	58	33	5,3624	56	40	SEARCHINGFOOD	14	31
190	AGE	5,504999	9,515814	58	34	5,11232	62	39	SEARCHINGFOOD	16	28
190	HUNGER	2,004999	7,469232	50	36	5,199239	68	45	WAITING	15	32
190	HUNGER	4,004999	8,432827	58	36	4,615911	63	41	RESTING	15	32
190	HUNGER	3,004999	8,425232	54	36	4,439925	55	44	SEARCHINGFOOD	14	32
190	DROWN	2,504999	9,654546	56	31	4,620706	63	44	SEARCHINGFOOD	16	28
190	DROWN	0,7999994	9,876014	55	33	4,895384	58	41	SEARCHINGFOOD	15	31
190	HUNGER	3,504999	7,777874	57	38	4,176449	59	36	SEARCHINGFOOD	13	29
190	HUNGER	2,004999	8,71201	53	36	5,095194	64	42	MOVING	14	31
190	DROWN	0,9049993	7,079267	51	32	4,594896	56	40	SEARCHINGFOOD	13	32
190	DROWN	0,5299997	8,748474	54	36	4,377447	62	43	SEARCHINGFOOD	13	28
190	DROWN	0,4549997	7,132986	58	36	4,023134	52	46	SEARCHINGFOOD	12	27
190	AGE	5,004999	7,774544	66	37	4,614234	65	33	SEARCHINGFOOD	15	29
190	HUNGER	2,004999	7,344148	54	35	4,075342	52	37	SEARCHINGFOOD	15	24
190	HUNGER	3,004999	8,163502	60	35	4,812834	60	41	SEARCHINGFOOD	13	26
190	DROWN	0,2999999	9,27423	52	35	4,772278	62	40	SEARCHINGFOOD	15	32
190	HUNGER	2,504999	8,016262	55	31	4,574004	56	41	SEARCHINGFOOD	13	27
190	DROWN	0,5449997	9,425005	53	36	4,663933	59	39	SEARCHINGFOOD	14	31
190	HUNGER	3,504999	8,07014	59	35	4,148077	57	36	SEARCHINGFOOD	14	27
190	HUNGER	2,004999	10,22266	60	28	4,719707	58	44	MOVING	13	28
190	HUNGER	2,004999	8,952174	54	33	4,413633	56	48	SEARCHINGFOOD	14	28
190	DROWN	0,4949997	8,371426	60	36	4,386604	63	39	SEARCHINGFOOD	13	28
190	HUNGER	3,004999	9,0212	54	34	4,717705	63	46	SEARCHINGFOOD	13	30
190	HUNGER	2,004999	8,852436	62	31	4,412206	64	43	SEARCHINGFOOD	13	28
190	HUNGER	2,004999	9,954598	63	31	4,779802	59	43	SEARCHINGFOOD	13	25
190	AGE	4,504999	8,755792	56	32	4,22527	57	49	EATING	13	25
190	AGE	4,504999	9,198601	52	32	4,064301	60	47	SEARCHINGFOOD	14	29
190	AGE	4,504999	8,627037	60	34	4,300157	62	45	MOVING	15	27
190	AGE	4,504999	7,741701	57	34	4,466486	60	49	SEARCHINGFOOD	13	30
190	HUNGER	2,504999	9,829154	53	32	4,609818	67	43	MOVING	14	29
190	DROWN	2,004999	9,948985	58	33	4,872136	62	50	SEARCHINGMATE	14	28
190	HUNGER	3,004999	9,162649	55	35	5,341795	48	43	SEARCHINGFOOD	16	29
190	AGE	4,504999	10,00887	59	34	4,361338	66	42	EATING	14	29
190	AGE	4,504999	8,820801	63	35	4,477653	61	45	RESTING	12	33
191	HUNGER	2,004999	8,368086	56	32	4,834054	48	47	SEARCHINGFOOD	15	26
191	HUNGER	2,004999	8,223371	55	35	4,930809	57	44	WAITING	13	26
191	HUNGER	4,004999	9,584307	56	31	5,229846	50	39	SEARCHINGFOOD	14	30
191	HUNGER	3,504999	9,629134	59	38	4,264012	61	41	SEARCHINGFOOD	14	33
191	HUNGER	2,004999	8,67821	57	31	4,976864	49	44	SEARCHINGFOOD	14	29
191	HUNGER	2,004999	7,965989	61	34	4,363606	49	43	SEARCHINGFOOD	14	26
191	AGE	5,004999	8,053684	53	34	4,903425	56	34	SEARCHINGFOOD	13	26
191	AGE	4,504999	8,717631	59	32	4,326306	61	47	MOVING	14	26
191	HUNGER	2,004999	9,066875	51	35	4,608637	68	42	MOVING	17	35
191	HUNGER	3,004999	9,321744	59	35	5,164452	65	41	MOVING	14	28
191	HUNGER	2,504999	9,439872	58	31	4,776033	69	42	SEARCHINGFOOD	15	32
191	HUNGER	2,004999	8,564496	48	36	4,95061	66	41	WAITING	17	35
191	HUNGER	2,004999	7,97301	53	31	4,29337	69	39	SEARCHINGFOOD	16	34
191	THIRST	4,504999	10,2319	59	36	4,730912	60	43	SEARCHINGDRINK	15	31
191	HUNGER	3,504999	9,073426	61	31	3,948459	57	38	MOVING	13	29
191	HUNGER	3,004999	9,381608	53	34	5,11608	58	44	WAITING	13	29
191	THIRST	4,504999	9,595835	52	30	5,094609	49	41	SEARCHINGDRINK	13	28
191	THIRST	4,504999	9,064196	56	33	4,979979	52	41	SEARCHINGDRINK	14	27
191	HUNGER	4,004999	9,034286	59	35	4,834716	49	43	MOVING	15	29
191	HUNGER	2,504999	7,717595	54	37	4,797362	62	40	SEARCHINGFOOD	15	31
191	THIRST	4,504999	9,766845	62	34	4,91969	51	40	SEARCHINGDRINK	13	28
191	HUNGER	3,504999	8,106374	55	30	5,108645	61	38	SEARCHINGFOOD	15	28
191	DROWN	0,9049993	9,888734	62	37	5,220958	61	39	SEARCHINGFOOD	18	29
191	HUNGER	2,504999	7,329433	52	37	4,347565	54	37	SEARCHINGFOOD	14	26
191	THIRST	4,504999	7,941732	53	39	4,557076	63	42	SEARCHINGDRINK	13	29
191	HUNGER	3,504999	8,50183	47	35	4,891473	62	42	SEARCHINGFOOD	13	32
191	HUNGER	3,004999	8,093781	66	35	4,294941	66	44	SEARCHINGFOOD	13	30
191	HUNGER	3,004999	9,472705	54	32	4,95393	63	44	SEARCHINGFOOD	16	26
191	DROWN	0,5749996	8,903911	58	36	4,687562	67	37	SEARCHINGFOOD	12	26
191	AGE	4,504999	9,002167	57	39	4,070867	60	41	EATING	14	30
191	AGE	4,004999	7,27277	64	34	3,837403	58	46	SEARCHINGFOOD	14	27
191	AGE	4,504999	8,848026	62	39	4,204088	58	46	SEARCHINGDRINK	14	29
191	HUNGER	2,004999	9,713389	62	37	4,95342	61	38	SEARCHINGFOOD	14	30
191	HUNGER	4,504999	9,302587	60	35	5,107052	55	38	SEARCHINGFOOD	16	30
191	HUNGER	3,004999	9,153868	62	35	4,594512	64	40	SEARCHINGFOOD	15	29
191	DROWN	0,7249995	9,400436	59	31	5,468875	67	42	SEARCHINGFOOD	16	31
191	DROWN	0,5749996	7,585802	64	34	4,11832	53	47	SEARCHINGFOOD	13	32
191	HUNGER	2,004999	8,057042	48	33	4,016101	53	42	SEARCHINGFOOD	13	29
191	HUNGER	2,004999	9,027802	47	31	4,101027	64	40	WAITING	13	26
191	HUNGER	4,004999	7,783743	50	38	5,206787	58	41	SEARCHINGFOOD	15	32
191	AGE	5,004999	8,33587	52	35	4,727799	71	39	WANDERING	16	35
191	HUNGER	3,504999	8,082458	51	39	5,152265	61	48	MOVING	14	31
191	THIRST	4,504999	9,018061	57	36	4,675526	67	47	WAITING	12	28
191	HUNGER	2,504999	9,475271	55	32	4,802911	64	45	WAITING	16	30
191	HUNGER	2,004999	8,351248	54	38	4,512617	70	44	MOVING	15	29
191	HUNGER	2,504999	8,596029	53	33	4,416181	58	38	SEARCHINGFOOD	15	30
191	AGE	4,504999	9,476372	52	35	4,259571	57	39	SEARCHINGFOOD	13	32
191	DROWN	1,504999	8,363068	60	33	5,127828	58	43	SEARCHINGFOOD	15	28
191	HUNGER	3,504999	9,214285	55	35	4,818331	65	42	SEARCHINGFOOD	12	28
191	HUNGER	3,504999	9,200368	52	31	4,349618	69	39	RESTING	16	32
191	HUNGER	3,004999	8,112533	55	36	3,950276	54	41	SEARCHINGFOOD	13	26
192	HUNGER	4,004999	8,298912	54	33	5,022868	55	38	SEARCHINGFOOD	14	34
192	HUNGER	3,004999	7,869421	55	34	4,246429	54	46	MOVING	13	29
192	DROWN	1,504999	8,181997	57	37	4,888156	56	49	SEARCHINGFOOD	16	29
192	HUNGER	3,004999	8,5458	61	35	4,588906	62	44	SEARCHINGFOOD	13	26
192	HUNGER	3,004999	7,954332	60	40	4,707809	54	39	SEARCHINGFOOD	13	28
192	HUNGER	3,504999	8,05579	52	36	4,553793	51	41	SEARCHINGFOOD	14	30
192	HUNGER	3,504999	9,705855	65	39	4,497893	58	38	MOVING	12	33
192	HUNGER	2,504999	7,739265	56	36	4,272932	65	40	WAITING	12	31
192	HUNGER	2,004999	9,647033	59	29	4,632936	56	49	MOVING	15	28
192	HUNGER	2,004999	9,528022	64	38	5,030302	62	40	WAITING	14	31
192	HUNGER	2,004999	8,30691	59	38	4,301168	54	41	SEARCHINGFOOD	14	33
192	DROWN	0,4349997	9,296101	60	32	4,586868	55	41	SEARCHINGFOOD	12	29
192	DROWN	0,2399999	10,00213	63	34	4,517468	50	47	SEARCHINGFOOD	14	27
192	HUNGER	2,004999	8,36409	57	32	5,565089	66	50	SEARCHINGFOOD	15	31
192	HUNGER	2,004999	8,30342	51	33	5,076195	62	47	SEARCHINGFOOD	14	31
192	HUNGER	4,004999	8,405077	56	33	4,426459	63	35	SEARCHINGFOOD	13	30
192	HUNGER	3,504999	9,86931	62	32	4,905859	54	46	SEARCHINGFOOD	14	28
192	HUNGER	3,004999	10,47876	60	31	5,386872	60	45	SEARCHINGFOOD	14	34
192	HUNGER	3,004999	9,211127	57	36	4,058516	54	42	SEARCHINGFOOD	13	26
192	HUNGER	2,504999	7,234403	53	33	5,087958	55	39	SEARCHINGFOOD	15	32
192	DROWN	0,7949994	9,974374	52	35	5,321715	50	35	SEARCHINGFOOD	15	33
192	DROWN	0,9349993	7,52033	65	40	4,424646	56	42	SEARCHINGFOOD	14	32
192	AGE	4,504999	9,031571	56	29	4,424861	61	46	SEARCHINGDRINK	14	28
192	HUNGER	3,504999	9,036184	54	36	4,513544	65	42	MOVING	14	26
192	DROWN	3,004999	7,696018	61	38	4,327155	60	40	SEARCHINGFOOD	13	28
192	HUNGER	2,004999	8,318184	54	34	4,917329	55	33	MOVING	14	28
192	DROWN	0,8849993	8,383023	59	34	4,065824	59	42	SEARCHINGFOOD	15	28
192	HUNGER	4,504999	7,62091	67	37	4,947291	61	46	SEARCHINGFOOD	13	28
192	HUNGER	3,504999	8,012148	56	31	5,028399	52	39	SEARCHINGFOOD	14	30
192	HUNGER	2,004999	8,674058	59	36	4,163208	60	36	WAITING	13	28
192	HUNGER	2,004999	7,758015	51	35	4,174167	52	34	SEARCHINGFOOD	14	27
192	AGE	5,004999	7,685816	61	36	4,968153	73	43	SEARCHINGFOOD	13	25
192	HUNGER	3,504999	9,196098	56	37	5,157841	58	38	SEARCHINGFOOD	16	29
192	DROWN	0,3099999	10,24495	54	38	5,293221	67	44	SEARCHINGFOOD	14	31
192	HUNGER	3,504999	9,205058	65	37	5,576089	56	44	MOVING	14	28
192	HUNGER	3,004999	8,151513	50	38	4,441905	55	49	MOVING	13	26
192	HUNGER	2,504999	8,493264	53	33	4,374876	55	44	MOVING	12	24
192	HUNGER	2,004999	7,821338	56	41	4,737035	65	45	SEARCHINGFOOD	12	29
192	AGE	5,004999	9,144617	56	33	4,826334	63	43	SEARCHINGDRINK	15	30
192	AGE	5,004999	10,12784	59	31	4,678821	61	40	SEARCHINGDRINK	15	30
192	HUNGER	4,504999	9,947911	59	35	5,004049	66	36	SEARCHINGFOOD	15	30
192	HUNGER	4,004999	8,573425	64	38	4,414287	62	36	SEARCHINGFOOD	13	30
192	HUNGER	3,004999	8,963323	53	34	4,719496	60	40	SEARCHINGFOOD	13	29
192	HUNGER	2,004999	8,820551	56	34	5,498941	60	39	SEARCHINGFOOD	14	32
192	HUNGER	2,004999	9,268821	59	38	4,648236	65	46	SEARCHINGFOOD	12	30
192	HUNGER	2,004999	8,541103	52	36	5,08404	63	41	SEARCHINGFOOD	12	29
192	DROWN	2,004999	8,072062	54	34	4,635766	60	41	WANDERING	14	26
192	DROWN	1,504999	10,05407	63	35	5,794438	65	38	SEARCHINGFOOD	17	30
192	HUNGER	2,004999	9,19112	54	35	4,634417	66	38	WAITING	12	27
192	HUNGER	2,004999	8,46671	50	31	5,038502	69	44	MOVING	14	32
192	HUNGER	2,004999	8,410539	56	31	4,428776	61	45	MOVING	14	32
192	DROWN	0,9899992	7,973614	56	39	3,926152	66	41	SEARCHINGFOOD	15	29
192	HUNGER	4,504999	8,642284	54	33	4,964633	56	39	MOVING	13	30
192	HUNGER	4,004999	8,179286	54	39	4,737199	59	42	SEARCHINGFOOD	14	30
192	HUNGER	4,004999	8,739594	54	36	4,385055	65	41	SEARCHINGFOOD	12	27
192	HUNGER	4,504999	9,067591	60	33	5,044735	63	43	SEARCHINGFOOD	14	28
192	THIRST	4,504999	9,764338	68	38	4,827444	58	43	SEARCHINGDRINK	13	31
192	HUNGER	4,004999	9,04904	59	38	4,631084	52	45	SEARCHINGFOOD	13	29
192	HUNGER	3,504999	9,369772	53	32	5,569691	63	42	SEARCHINGFOOD	15	30
192	HUNGER	2,004999	9,466249	56	31	4,390303	69	38	WAITING	12	30
192	DROWN	0,9499993	8,650752	56	30	4,491608	60	40	SEARCHINGFOOD	16	29
192	DROWN	0,3349998	9,492791	55	36	4,155753	59	40	SEARCHINGFOOD	14	30
192	HUNGER	5,004999	8,111114	65	36	4,899115	54	43	SEARCHINGFOOD	13	26
192	HUNGER	4,004999	7,903094	60	39	4,604297	58	41	SEARCHINGFOOD	14	24
192	HUNGER	3,004999	9,34298	63	37	4,746356	61	39	WAITING	12	32
192	HUNGER	3,004999	8,885158	59	36	4,708684	51	37	SEARCHINGFOOD	14	29
192	HUNGER	2,004999	8,905651	59	38	4,913721	63	37	SEARCHINGFOOD	13	27
192	HUNGER	2,004999	8,875569	55	35	4,371281	61	37	SEARCHINGFOOD	13	30
192	HUNGER	5,004999	8,933318	55	37	4,55723	62	42	SEARCHINGFOOD	12	32
192	HUNGER	4,004999	8,30068	54	40	5,262719	58	42	SEARCHINGFOOD	15	30
192	HUNGER	3,004999	8,39366	57	37	4,626551	62	46	SEARCHINGFOOD	14	30
192	HUNGER	2,004999	7,651993	61	38	4,794988	62	42	SEARCHINGFOOD	13	29
192	HUNGER	3,004999	9,279158	53	36	4,581104	58	46	MOVING	17	31
192	AGE	5,004999	9,8906	54	39	4,52792	63	39	SEARCHINGMATE	12	31
192	HUNGER	2,504999	7,329627	50	31	5,018245	69	41	WAITING	13	31
193	AGE	5,004999	10,2578	60	38	4,609994	60	43	MOVING	12	28
193	HUNGER	4,004999	8,985658	52	32	4,804162	66	41	SEARCHINGFOOD	16	31
193	HUNGER	3,504999	9,905989	51	37	4,807684	58	42	SEARCHINGFOOD	13	32
193	HUNGER	3,504999	8,942691	58	33	5,188285	58	43	MOVING	13	33
193	HUNGER	3,004999	7,853486	53	37	4,42723	65	40	WAITING	13	29
193	HUNGER	3,004999	8,814207	52	31	4,363801	63	46	SEARCHINGFOOD	17	29
193	DROWN	0,4049998	9,977798	52	40	4,955499	62	48	SEARCHINGFOOD	14	31
193	HUNGER	4,504999	8,270622	54	35	4,819816	55	38	SEARCHINGFOOD	13	26
193	HUNGER	2,004999	9,372705	52	35	4,041492	65	38	SEARCHINGFOOD	13	30
193	DROWN	0,9749992	10,22371	52	37	5,025627	67	38	SEARCHINGFOOD	13	30
193	DROWN	0,6599995	8,599416	55	33	5,159757	63	38	SEARCHINGFOOD	14	26
193	DROWN	0,2399999	9,888004	51	35	5,002402	63	36	SEARCHINGFOOD	15	31
193	HUNGER	3,504999	8,045011	57	33	4,75413	63	43	SEARCHINGFOOD	15	27
193	HUNGER	3,004999	8,434271	54	33	4,509516	63	39	WAITING	15	32
193	HUNGER	2,004999	8,663421	61	38	4,607855	66	37	SEARCHINGFOOD	14	29
193	HUNGER	2,004999	8,326609	54	36	4,133006	57	45	SEARCHINGFOOD	12	27
193	HUNGER	2,004999	9,054173	54	38	4,535566	64	38	SEARCHINGFOOD	14	31
193	DROWN	0,2449999	7,636859	61	39	4,668979	56	47	SEARCHINGFOOD	16	28
193	HUNGER	4,004999	8,437385	60	36	5,508591	63	50	SEARCHINGFOOD	14	32
193	HUNGER	4,004999	8,776081	62	37	4,128663	56	41	SEARCHINGFOOD	13	25
193	HUNGER	3,004999	9,025009	59	38	5,225776	67	46	SEARCHINGFOOD	13	28
193	HUNGER	2,504999	8,604815	59	34	4,489998	57	37	SEARCHINGFOOD	15	29
193	HUNGER	2,004999	9,428363	56	39	5,607737	72	44	WAITING	15	27
193	HUNGER	2,504999	8,350279	53	34	5,345151	59	53	SEARCHINGFOOD	14	30
193	DROWN	2,504999	7,798457	65	36	4,607291	61	41	SEARCHINGFOOD	13	30
193	DROWN	2,004999	9,509414	58	35	5,311228	62	47	SEARCHINGFOOD	14	28
193	DROWN	0,2599999	8,822798	49	32	4,940225	59	36	SEARCHINGFOOD	15	28
193	HUNGER	2,004999	8,658201	57	38	4,192183	60	39	MOVING	14	26
193	HUNGER	5,504999	8,248305	58	36	5,259959	67	46	MOVING	14	30
193	HUNGER	4,504999	9,065764	58	38	4,784496	64	36	SEARCHINGFOOD	12	28
193	HUNGER	4,004999	8,43633	49	32	4,502031	69	41	WAITING	16	33
193	HUNGER	3,004999	9,535702	60	33	5,108396	56	45	MOVING	15	31
193	DROWN	0,2099999	8,861981	59	37	5,036082	60	40	SEARCHINGFOOD	13	29
193	DROWN	0,2099999	7,912281	55	33	4,815479	61	39	SEARCHINGFOOD	13	32
193	HUNGER	2,504999	9,058827	64	42	4,655639	59	45	WAITING	13	26
193	DROWN	0,2749999	8,46765	58	34	4,940739	59	46	SEARCHINGFOOD	15	30
193	DROWN	0,2149999	7,692735	61	37	4,879424	68	45	SEARCHINGFOOD	13	34
193	DROWN	0,2149999	8,450549	61	36	4,937676	68	40	SEARCHINGFOOD	13	30
193	AGE	4,504999	7,203162	61	34	4,072667	52	43	MOVING	12	27
193	AGE	5,004999	9,671416	58	40	4,630488	59	42	SEARCHINGFOOD	15	31
193	AGE	4,504999	7,537862	58	38	4,455515	54	38	SEARCHINGFOOD	14	28
193	AGE	4,504999	7,495853	56	34	4,480638	58	38	SEARCHINGFOOD	14	28
193	HUNGER	4,504999	8,423531	50	38	5,041251	69	40	SEARCHINGDRINK	14	30
193	HUNGER	3,004999	9,884972	53	32	4,473134	59	42	SEARCHINGFOOD	16	29
193	DROWN	2,004999	9,366684	51	33	5,092152	60	43	SEARCHINGFOOD	18	31
193	THIRST	4,504999	8,337765	49	33	5,473469	68	46	SEARCHINGDRINK	16	32
193	HUNGER	4,004999	8,615495	51	31	5,100847	68	46	SEARCHINGFOOD	13	32
193	HUNGER	3,004999	8,683109	60	33	5,068792	58	40	SEARCHINGFOOD	13	31
193	HUNGER	3,004999	8,146747	56	36	4,405613	58	37	SEARCHINGFOOD	14	29
193	HUNGER	2,004999	8,072955	59	38	4,479264	59	41	WAITING	12	30
193	HUNGER	2,004999	8,521723	66	34	4,463916	68	36	WAITING	11	27
193	HUNGER	2,004999	9,0482	57	34	4,170577	64	42	MOVING	11	30
193	HUNGER	3,004999	8,942256	58	30	4,671579	66	40	SEARCHINGFOOD	17	32
193	HUNGER	3,004999	8,822985	54	30	4,574695	73	45	SEARCHINGFOOD	17	30
193	HUNGER	3,004999	7,355554	54	37	4,393411	62	41	WAITING	15	30
193	DROWN	0,2299999	9,199893	60	33	3,937303	67	40	SEARCHINGFOOD	12	25
193	DROWN	0,2299999	9,447835	59	29	4,466087	70	41	SEARCHINGFOOD	13	29
193	AGE	5,504999	8,875605	51	34	5,079279	59	42	SEARCHINGFOOD	15	35
193	AGE	4,504999	8,350298	51	38	4,116371	52	36	SEARCHINGFOOD	14	25
193	AGE	4,504999	8,155371	51	38	4,280902	54	38	SEARCHINGFOOD	14	29
193	THIRST	4,504999	8,689953	56	33	5,028483	53	51	SEARCHINGDRINK	14	32
193	THIRST	4,504999	8,845875	50	30	5,065359	51	50	SEARCHINGDRINK	14	33
193	THIRST	4,504999	8,065698	52	36	5,137882	61	45	SEARCHINGDRINK	15	33
193	HUNGER	2,504999	8,031142	51	33	4,572393	64	48	SEARCHINGFOOD	13	27
193	HUNGER	2,004999	7,845582	54	37	5,512616	61	45	SEARCHINGFOOD	13	32
193	DROWN	0,6149996	8,683022	60	38	4,1957	59	38	SEARCHINGFOOD	14	26
193	DROWN	0,3149998	8,612367	50	30	5,1743	55	37	SEARCHINGFOOD	15	28
193	THIRST	4,504999	8,911763	49	35	5,363819	51	43	SEARCHINGDRINK	15	28
193	HUNGER	4,004999	9,222892	70	36	4,38197	60	46	SEARCHINGFOOD	13	27
193	HUNGER	3,504999	8,474475	52	35	5,179438	67	46	SEARCHINGFOOD	13	32
193	DROWN	0,9949992	8,203533	62	35	4,018821	61	36	SEARCHINGFOOD	14	29
193	THIRST	4,504999	8,060837	62	30	5,102509	54	39	SEARCHINGDRINK	15	30
